Vehicle_ID,GTA_Make,GTA_Model,Class,Real_World_Make,Real_World_Model,Price,Drivetrain,Shop,Top_Speed_MPH,Lap_Time,Weaponized,HSW,Imani,Bennys,Arena,Notes
027,Annis,Savestra,Sports Classics,Series,"II-III Mazda Savanna/RX3 Nissan Skyline C110, 1972-1974 Mitsubishi Galant GTO 1970-1974 Toyota Corolla",990000,,Legendary,,1:07.167,TRUE,TRUE,FALSE,FALSE,FALSE,
028,Benefactor,Apocalypse Bruiser,Off-Road,Mercedes-Benz,"W123, ""People Eater's"" limousine from the 2015 action film, Mad Max: Fury Road",1609000,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
029,Declasse,Apocalypse Brutus,Off-Road,1988,"Chevrolet K-2500 Silverado from the film ""Tango & Cash""",2666650,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
030,MTL,Apocalypse Cerberus,Commercial,Peterbilt,"281, War Rig from Mad Max: Fury Road",3870300,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
031,Western,Apocalypse Deathbike,Motorcycles,Daryl's,bike from the TV Series The Walking Dead,1269000,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
032,Vapid,Apocalypse Dominator,Muscle,Custom,Ford Mustang from the 2008 film Death Race,1132000,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
033,Declasse,Apocalypse Impaler,Muscle,Pachenko's,Buick from the movie Death Race,1209500,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
034,Vapid,Apocalypse Imperator,Muscle,1973,"Ford Falcon XB GT, Pursuit Special",2284940,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
035,Weeny,Issi (Arena),Compacts,Custom,"1964 Mini Cooper S, aka ""The Mini""",1089000,,Arena,,1:07.368,TRUE,TRUE,FALSE,FALSE,TRUE,
036,Bravado,Apocalypse Sasquatch,Off-Road,1940,"Dodge W-Series, custom W-Series, aka ""Bigfoot"" in the film Mad Max: Fury Road",1530875,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
037,HVY,Apocalypse Scarab,Military,Howe,& Howe Ripsaw EV2,3076290,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
038,Vapid,Apocalypse Slamvan,Muscle,Custom,"1950 Ford F6, aka ""Stubby Bob""",1321875,,Bennys,,,TRUE,FALSE,FALSE,FALSE,FALSE,
039,Annis,Apocalypse ZR380,Sports,Nissan,"350Z, Nissan 370Z, Porsche 935",2138640,,Arena,,,TRUE,FALSE,FALSE,FALSE,TRUE,
040,Imponte,Arbiter GT,Muscle,1970,Pontiac GTO,1580000,,Southern,,1:10.054,TRUE,TRUE,FALSE,FALSE,FALSE,
041,Karin,Asterope GZ,Sedans,Toyota,Camry (XV30),459000,,Southern,,1:07.234,TRUE,TRUE,FALSE,FALSE,FALSE,
042,Pfister,Astron,SUVs,Porsche,Macan,1580000,,Legendary,,1:05.999,TRUE,TRUE,FALSE,FALSE,FALSE,
043,Pfister,Astron Custom,SUVs,Porsche,Macan,1720000,,Legendary,,1:06.567,TRUE,TRUE,FALSE,FALSE,FALSE,
044,Atomic,Blimp,Planes,Goodyear,Aerospace GZ-20,0,,Unknown,,1:43.270,TRUE,TRUE,FALSE,FALSE,FALSE,
045,Kraken Submersibles,Submersibles Avisa,Boats,U-Boat,Worx NEMO and SEAmagine AURORA-6,1545000,,Warstock,,6:02.543,TRUE,TRUE,FALSE,FALSE,FALSE,
046,B-11,Strikeforce,Planes,Fairchild,"Republic A-10 Thunderbolt II ""Warthog"", Northrop YA-9, GAU-8 Avenger",3800000,,Warstock,,0:46.034,TRUE,TRUE,FALSE,FALSE,FALSE,
047,Gallivanter,Baller ST,SUVs,Range,Rover SVAutobiography,890000,,Legendary,,1:08.118,TRUE,TRUE,FALSE,FALSE,FALSE,
048,Gallivanter,Baller ST-D,SUVs,Fifth-generation,Range Rover (L460),1715000,,Legendary,,1:04.214,TRUE,TRUE,TRUE,FALSE,FALSE,
049,HVY,Barrage,Military,HDT,"Storm SRTV (Search & Rescue Tactical Vehicle), HDT Sword ITV (Internally Transportable Vehicle), V-22 Osprey",2121350,,Warstock,,1:12.339,TRUE,TRUE,FALSE,FALSE,FALSE,
050,Imponte,Beater Dukes,Muscle,1968-1970,Dodge Charger,378000,,Southern,,1:10.153,TRUE,TRUE,FALSE,FALSE,FALSE,
051,Benefactor,BR8 (Formula 1 Car),Open Wheel,2011,Red Bull RB7 & 2009 Red Bull RB5,3400000,,Legendary,,0:54.555,TRUE,TRUE,FALSE,FALSE,FALSE,
052,Benefactor,Dubsta,SUVs,Mercedes-Benz,G-Class,0,,Unknown,,1:15.409,TRUE,TRUE,FALSE,FALSE,FALSE,
053,Benefactor,Dubsta 2,SUVs,Mercedes-Benz,G-Class,70000,,Unknown,,1:16.543,TRUE,TRUE,FALSE,FALSE,FALSE,
054,Benefactor,Dubsta 6x6,"Off-Road,SUVs",6x6,"Mercedes-Benz G63, G-Class Brabus",249000,,Warstock,,1:15.125,TRUE,TRUE,FALSE,FALSE,FALSE,
055,Benefactor,Feltzer,Sports,Mercedes-Benz,SL65 AMG,145000,,Arena,,1:02.913,TRUE,TRUE,FALSE,FALSE,TRUE,
056,Benefactor,Glendale,Sedans,Mercedes-Benz,"E-Class W123, W114, S-Class W109, BMW E3 3.0Si",200000,,Southern,,1:14.074,TRUE,TRUE,FALSE,FALSE,FALSE,
057,Benefactor,Panto,Compacts,Smart,Fortwo; Tata Nano,85000,,Southern,,1:14.057,TRUE,TRUE,FALSE,FALSE,FALSE,
058,Benefactor,Schafter,Sedans,Mercedes-Benz,E-Class,65000,,Arena,,1:08.669,TRUE,TRUE,FALSE,FALSE,TRUE,
059,Benefactor,Schafter LWB,"Sports,Sedans",Mercedes-Maybach,S600,208000,,Legendary,,1:08.869,TRUE,TRUE,FALSE,FALSE,FALSE,
060,Benefactor,Schafter LWB (Armored),Sedans,Mercedes-Maybach,S600,438000,,Legendary,,1:09.035,TRUE,TRUE,FALSE,FALSE,FALSE,
061,Benefactor,Schafter V12,"Sports,Sedans",Brabus,E V12,116000,,Legendary,,1:04.598,TRUE,TRUE,FALSE,FALSE,FALSE,
062,Benefactor,Schafter V12 (Armored),Sedans,Brabus,E V12,325000,,Legendary,,1:04.749,TRUE,TRUE,FALSE,FALSE,FALSE,
063,Benefactor,Schwartzer,Sports,Mercedes-Benz,C63 AMG,80000,,Arena,,1:10.671,TRUE,TRUE,FALSE,FALSE,TRUE,
064,Benefactor,Serrano,SUVs,Mercedes-Benz,M-Class W164,60000,,Unknown,,1:15.375,TRUE,TRUE,FALSE,FALSE,FALSE,
065,Benefactor,Stirling GT,"Sports,Sports Classics",Mercedes-Benz,"300SL, 300 SLR, Alfa Romeo Disco Volatne, 8C Competizione",975000,,Legendary,,1:05.715,TRUE,TRUE,FALSE,FALSE,FALSE,
066,Benefactor,Streiter,Sports,Mercedes-Benz,"E-Class All Terrain 4x4², Mercedes-Benz CL-Class C216",500000,,Arena,,1:11.872,TRUE,TRUE,FALSE,FALSE,TRUE,
067,Benefactor,Surano,Sports,Mercedes-Benz,"SLS AMG roadster, Jaguar F-type",99000,,Arena,,1:04.380,TRUE,TRUE,FALSE,FALSE,TRUE,
068,Benefactor,Turreted Limo,Sedans,2010,"Mercedes-Benz E-Class Limousine W121 Limousine, W216 Mercedes CL-Class",1650000,,Warstock,,1:19.429,TRUE,TRUE,FALSE,FALSE,FALSE,
069,Benefactor,XLS,SUVs,Mercedes,"GL Class, BMW X5",253000,,Legendary,,1:14.541,TRUE,TRUE,FALSE,FALSE,FALSE,
070,Benefactor,XLS (Armored),SUVs,Mercedes-Benz,GL-Class,522000,,Legendary,,1:10.888,TRUE,TRUE,FALSE,FALSE,FALSE,
071,Vapid,Benson (Cluckin' Bell),Commercial,International,4700 Delivery Truck Chassis,685000,,Warstock,,1:32.309,TRUE,TRUE,FALSE,FALSE,FALSE,
072,BF,Bifta,Off-Road,Meyers,"Manx, GTA 3D Universe BF Injection",75000,,Arena,,1:07.885,TRUE,TRUE,FALSE,FALSE,TRUE,
073,BF,Club,Compacts,Volkswagen,Golf MK 1,1280000,,Southern,,1:06.600,TRUE,TRUE,FALSE,FALSE,FALSE,
074,BF,Dune Buggy,Off-Road,Sandrail,,20000,,Arena,,1:09.002,TRUE,TRUE,FALSE,FALSE,TRUE,
075,BF,Dune FAV,Off-Road,Desert,Patrol Vehicle (DPV) (FAV),1130500,,Warstock,,1:13.740,TRUE,TRUE,FALSE,FALSE,FALSE,
076,BF,Injection,Off-Road,VW,"""Baja Bugs""",16000,,Arena,,1:13.156,TRUE,TRUE,FALSE,FALSE,TRUE,
077,BF,Ramp Buggy,Off-Road,Flip,Car used in Fast and Furious 6,3192000,,Warstock,,1:05.448,TRUE,TRUE,FALSE,FALSE,FALSE,
078,BF,Raptor,Sports,Campagna,T-Rex,648000,,Legendary,,1:11.271,TRUE,TRUE,FALSE,FALSE,FALSE,
079,BF,Surfer,Vans,Volkswagen,Type 2,11000,,Southern,,1:48.676,TRUE,TRUE,FALSE,FALSE,FALSE,
080,Blimp,Blimp,Planes,Goodyear,Aerospace GZ-20,1190350,,Unknown,,1:43.342,TRUE,TRUE,FALSE,FALSE,FALSE,
081,Dinka,Blista Kanjo,Compacts,Honda,Civic Type R EK9 and other 1990 Honda cars,580000,,Southern,,1:13.473,TRUE,TRUE,FALSE,FALSE,FALSE,
082,BMX,BMX,Cycles,BMX,bike,500,,Unknown,,2:44.864,TRUE,TRUE,FALSE,FALSE,FALSE,
083,Bollokan,Prairie,Compacts,Hyundai,Tiburon (Hyundai Scoupe),25000,,Arena,,1:16.476,TRUE,TRUE,FALSE,FALSE,TRUE,
084,Karin,Boor,Off-Road,Second,generation Subaru BRAT,1280000,,Southern,,1:10.754,TRUE,TRUE,FALSE,FALSE,FALSE,
085,Brute,Boxville,Vans,GMC,Step Van,0,,Unknown,,1:47.324,TRUE,TRUE,FALSE,FALSE,FALSE,
086,Brute,Boxville (LSDS),Vans,GMC,Step Van,475000,,Warstock,,1:47.324,TRUE,TRUE,FALSE,FALSE,FALSE,
087,Brute,Boxville (LSDWP),Vans,GMC,Step Van,398000,,Warstock,,1:47.324,TRUE,TRUE,FALSE,FALSE,FALSE,
088,Bravado,Banshee,Sports,Dodge,Viper,90000,,Legendary,,1:05.131,TRUE,TRUE,FALSE,FALSE,FALSE,
089,Bravado,Banshee 900R,Super,Hennessey,"Viper Venom 1000, Dodge Viper, Mazda RX-7, Aston Martin DB9",565000,,Bennys,,1:03.930,TRUE,TRUE,FALSE,FALSE,FALSE,
090,Bravado,Bison,Vans,Dodge,Ram Heavy Duty,30000,,Southern,,1:19.529,TRUE,TRUE,FALSE,FALSE,FALSE,
091,Bravado,Buffalo,Sports,Dodge,Charger,35000,,Arena,,1:08.135,TRUE,TRUE,FALSE,FALSE,TRUE,
092,Bravado,Buffalo S,Sports,Dodge,Charger SRT8,96000,,Southern,,1:07.601,TRUE,TRUE,FALSE,FALSE,FALSE,
093,Bravado,Sprunk Buffalo,Sports,Dodge,Charger,535000,,Southern,,1:06.800,TRUE,TRUE,FALSE,FALSE,FALSE,
094,Bravado,Duneloader,Off-Road,Dodge,WM300 Power Wagon,0,,Arena,,1:30.874,TRUE,TRUE,FALSE,FALSE,TRUE,
095,Bravado,(Buffalo),Emergency,Dodge,Charger,0,,Unknown,,1:13.106,TRUE,TRUE,FALSE,FALSE,FALSE,
096,Bravado,Gauntlet,Muscle,Dodge,"Challenger, Chevy Camaro",32000,,Southern,,1:11.505,TRUE,TRUE,FALSE,FALSE,FALSE,
097,Bravado,Redwood Gauntlet,Muscle,Dodge,"Challenger, Chevy Camaro",230000,,Southern,,1:10.854,TRUE,TRUE,FALSE,FALSE,FALSE,
098,Bravado,Gresley,SUVs,GMC,"Acadia, Dodge Durango",29000,,Unknown,,1:18.094,TRUE,TRUE,FALSE,FALSE,FALSE,
099,Bravado,Half-track,Military,"Dunloader,",M3 Half-track,2254350,,Warstock,,1:51.061,TRUE,TRUE,FALSE,FALSE,FALSE,
100,Bravado,Paradise,"Off-Road,Vans",Ford,E-Series,50000,,Southern,,1:22.799,TRUE,TRUE,FALSE,FALSE,FALSE,
101,Bravado,Cruiser (Buffalo),Emergency,Dodge,Charger,0,,Unknown,,1:13.371,TRUE,TRUE,FALSE,FALSE,FALSE,
102,Bravado,Rat-Loader,Muscle,Rat,"Rod, 1940s Ford Pickup",6000,,Arena,,1:23.734,TRUE,TRUE,FALSE,FALSE,TRUE,
103,Bravado,Rat-Truck,Muscle,1920s,"Ford Model A pickup, 1940 International Harvester D2",37500,,Southern,,1:22.649,TRUE,TRUE,FALSE,FALSE,FALSE,
104,Bravado,Rumpo,Vans,Ford,E-Series,13000,,Southern,,1:22.766,TRUE,TRUE,FALSE,FALSE,FALSE,
105,Bravado,Rumpo Custom,Vans,GMC,Vandura,130000,,Southern,,1:17.026,TRUE,TRUE,FALSE,FALSE,FALSE,
106,Bravado,Verlierer,Sports,TVR,"Sagaris, Wiesmann GT MF5",695000,,Arena,,1:04.582,TRUE,TRUE,FALSE,FALSE,TRUE,
107,Bravado,Youga,Vans,Dodge,Ram Van (Dodge B-Series),16000,,Southern,,1:22.516,TRUE,TRUE,FALSE,FALSE,FALSE,
108,Bravado,Youga Classic,Vans,Ford,Ecoline (2nd gen),195000,,Southern,,1:29.289,TRUE,TRUE,FALSE,FALSE,FALSE,
109,MTL,6x6 (Acid Lab),Service,MAN,"TGS 26.480 6x6 Expedition Truck, MIDS 8815",1450000,,Warstock,,1:25.783,TRUE,TRUE,FALSE,FALSE,FALSE,
110,Albany,Brigham,Muscle,1959,Cadillac Miller-Meteor,1499000,,Southern,,1:15.559,TRUE,TRUE,FALSE,FALSE,FALSE,
111,Grotti,Brioso 300,Compacts,Fiat,500,610000,,Southern,,1:23.950,TRUE,TRUE,FALSE,FALSE,FALSE,
112,Grotti,Brioso 300 Widebody,Compacts,Fiat,500,585000,,Bennys,,1:16.442,TRUE,TRUE,FALSE,FALSE,FALSE,
113,Classique,Broadway,Muscle,1947,Oldsmobile Series 66,925000,,Legendary,,1:17.978,TRUE,TRUE,FALSE,FALSE,FALSE,
114,Benefactor,Bruiser (Arena),Off-Road,Mercedes-Benz,"W123, ""People Eater's"" limousine from the 2015 action film, Mad Max: Fury Road",1609000,,Arena,,1:18.762,TRUE,TRUE,FALSE,FALSE,TRUE,
115,Brute,Bus,Service,,,550000,,Warstock,,1:52.511,TRUE,TRUE,FALSE,FALSE,FALSE,
116,Brute,Ambulance,Emergency,Los,Angeles Fire Department Ambulance,0,,Unknown,,1:23.483,TRUE,TRUE,FALSE,FALSE,FALSE,
117,Brute,Boxville (Post OP),Vans,GMC,Step Van,59850,,Warstock,,1:47.324,TRUE,TRUE,FALSE,FALSE,FALSE,
118,Brute,Armored Boxville,Vans,Sweet,Tooth (Twisted Metal),1300000,,Warstock,,1:20.764,TRUE,TRUE,FALSE,FALSE,FALSE,
119,Brute,Bus,Service,NABI,45C-LFW,500000,,Warstock,,1:52.564,TRUE,TRUE,FALSE,FALSE,FALSE,
120,Brute,Camper,Vans,1996-2002,Chevrolet Express,0,,Unknown,,1:43.887,TRUE,TRUE,FALSE,FALSE,FALSE,
121,Brute,Dashound,Service,MCI,"Renaissance E series bus, Greyhound Lines",525000,,Warstock,,1:56.199,TRUE,TRUE,FALSE,FALSE,FALSE,
122,Brute,Riot,Emergency,Lenco,BEAR,4800000,,Warstock,,1:39.132,TRUE,TRUE,FALSE,FALSE,FALSE,
123,Brute,Pony,Vans,1997-2002,GMC Savana,0,,Unknown,,1:26.603,TRUE,TRUE,FALSE,FALSE,FALSE,
124,Brute,Shuttle Bus,Service,1996-2002,Chevrolet Express,30000,,Warstock,,1:44.688,TRUE,TRUE,FALSE,FALSE,FALSE,
125,Brute,Stockade,Commercial,International,4700 Series,2240000,,Warstock,,1:37.814,TRUE,TRUE,FALSE,FALSE,FALSE,
126,Brute,Taco Van,Vans,Utilimaster,,345000,,Warstock,,1:46.607,TRUE,TRUE,FALSE,FALSE,FALSE,
127,Brute,Tipper (4 wheels),Industrial,Ford,"L8000 dump truck, Mack R688 dump truck",0,,Southern,,1:44.237,TRUE,TRUE,FALSE,FALSE,FALSE,
128,Brute,Tipper II (6 wheels),Industrial,Chevy,Kodiak/GMC TopKick,0,,Southern,,1:46.787,TRUE,TRUE,FALSE,FALSE,FALSE,
129,Brute,Bus,Service,1996-2002,Chevrolet Express,0,,Unknown,,1:44.653,TRUE,TRUE,FALSE,FALSE,FALSE,
130,Brute,Truck (Van),Utility,International,4700 Series,0,,Unknown,,1:41.652,TRUE,TRUE,FALSE,FALSE,FALSE,
131,Brute,Truck (Cherry Picker),Utility,International,4700 Series,0,,Unknown,,1:43.480,TRUE,TRUE,FALSE,FALSE,FALSE,
132,Declasse,Brutus (Arena),Off-Road,1988,"Chevrolet K-2500 Silverado from the film ""Tango & Cash""",2666650,,Arena,,1:08.601,TRUE,TRUE,FALSE,FALSE,TRUE,
133,Buckingham,Alpha-Z1,Planes,Reberry,3M1C1R,2121350,,Unknown,,0:33.567,TRUE,TRUE,FALSE,FALSE,FALSE,
134,Buckingham,Howard NX-25,Planes,Hughes,H-1 Racer,1296750,,Unknown,,0:33.868,TRUE,TRUE,FALSE,FALSE,FALSE,
135,Buckingham,Luxor,Planes,Learjet,45,1500000,,Unknown,,0:48.314,TRUE,TRUE,FALSE,FALSE,FALSE,
136,Buckingham,Luxor Deluxe,Planes,Learjet,45,10000000,,Unknown,,0:47.315,TRUE,TRUE,FALSE,FALSE,FALSE,
137,Buckingham,Maverick,Helicopters,Bell,206L Longranger,780000,,Unknown,,0:59.058,TRUE,TRUE,FALSE,FALSE,FALSE,
138,Buckingham,Miljet,Planes,Bombardier,"CRJ200, Dassault Falcon 7X",1750000,,Unknown,,0:49.616,TRUE,TRUE,FALSE,FALSE,FALSE,
139,Buckingham,Nimbus,Planes,Cessna,Citation X,1900000,,Unknown,,0:47.045,TRUE,TRUE,FALSE,FALSE,FALSE,
140,Buckingham,Maverick,"Helicopters,Emergency",Eurocopter,AS350B,0,,Unknown,,0:58.325,TRUE,TRUE,FALSE,FALSE,FALSE,
141,Buckingham,Pyro,Planes,De,Havilland Vampire,4455500,,Warstock,,0:34.034,TRUE,TRUE,FALSE,FALSE,FALSE,
142,Buckingham,Shamal,Planes,Learjet,45,1150000,,Unknown,,0:49.417,TRUE,TRUE,FALSE,FALSE,FALSE,
143,Buckingham,SuperVolito,Helicopters,Eurocopter,EC145,2113000,,Unknown,,0:55.489,TRUE,TRUE,FALSE,FALSE,FALSE,
144,Buckingham,SuperVolito Carbon,Helicopters,Eurocopter,EC145,3330000,,Unknown,,0:55.489,TRUE,TRUE,FALSE,FALSE,FALSE,
145,Buckingham,Swift,Helicopters,AgustaWestland,"AW109, Bell 222",1500000,,Unknown,,0:54.953,TRUE,TRUE,FALSE,FALSE,FALSE,
146,Buckingham,Swift Deluxe,Helicopters,AgustaWestland,"AW109, Bell 222",5150000,,Unknown,,0:54.484,TRUE,TRUE,FALSE,FALSE,FALSE,
147,Buckingham,Tug,Boats,Janice,Ann Reinauer,1250000,,Unknown,,6:37.952,TRUE,TRUE,FALSE,FALSE,FALSE,
148,Buckingham,Valkyrie,Helicopters,Bell,"UH-1Y Venom/UH-1 Iroquois Huey/212/412, Fenestron",3790500,,Warstock,,1:01.796,TRUE,TRUE,FALSE,FALSE,FALSE,
149,Buckingham,Vestra,Planes,Cirrus,"Vision SF50, Eclipse 500",950000,,Unknown,,0:40.307,TRUE,TRUE,FALSE,FALSE,FALSE,
150,Buckingham,Volatus,Helicopters,Airbus,Helicopters H160,2295000,,Unknown,,0:55.388,TRUE,TRUE,FALSE,FALSE,FALSE,
151,Bravado,Buffalo EVX,Muscle,Dodge,Charger Daytona SRT,2140000,,Legendary,,1:06.132,TRUE,TRUE,TRUE,FALSE,FALSE,
152,Bravado,Buffalo STX,Muscle,2015,Dodge Charger,2150000,,Southern,,1:03.147,TRUE,TRUE,TRUE,FALSE,FALSE,
153,Declasse,Bugstars Burrito,Vans,1996-2002,Chevrolet Express,598500,,Warstock,,1:21.848,TRUE,TRUE,FALSE,FALSE,FALSE,
154,Declasse,(Bail Enforcement),Emergency,1996-2002,Chevrolet Express,0,,Unknown,,1:22.876,TRUE,TRUE,FALSE,FALSE,FALSE,
155,Cable,Car,Service,,,0,,Unknown,,,TRUE,TRUE,FALSE,FALSE,FALSE,
156,Nagasaki,(Civilian),Utility,,,85000,,Unknown,,1:39.161,TRUE,TRUE,FALSE,FALSE,FALSE,
157,Karin,Calico GTF,"Sports,Tuners",Toyota,Celica,1995000,,Southern,,1:02.963,TRUE,TRUE,FALSE,FALSE,FALSE,
158,Canis,Bodhi,Off-Road,Land,"Rover Series III front, Kaiser M715",25000,,Southern,,1:12.956,TRUE,TRUE,FALSE,FALSE,FALSE,
159,Canis,Crusader,"Military,SUVs",Jeep,Wrangler JK Unlimited,225000,,Warstock,,1:24.735,TRUE,TRUE,FALSE,FALSE,FALSE,
160,Canis,Kalahari,Off-Road,1968-1987,Citroen Mehari,40000,,Arena,,1:18.363,TRUE,TRUE,FALSE,FALSE,TRUE,
161,Canis,Kalahari Topless,Off-Road,1968-1987,Citroën Méhari,40000,,Southern,,1:18.363,TRUE,FALSE,FALSE,FALSE,FALSE,
162,Canis,Kamacho,Off-Road,Jeep,Crew Chief 715 concept,345000,,Southern,,1:04.864,TRUE,TRUE,FALSE,FALSE,FALSE,
163,Canis,Mesa,SUVs,Jeep,Wrangler,0,,Unknown,,1:19.613,TRUE,TRUE,FALSE,FALSE,FALSE,
164,Canis,Mesa (Merryweather),Off-Road,Jeep,Wrangler JK Unlimited,87000,,Warstock,,1:15.409,TRUE,TRUE,FALSE,FALSE,FALSE,
165,Canis,Seminole,SUVs,Jeep,"Cherokee, Nissan Pathfinder",30000,,Unknown,,1:20.263,TRUE,TRUE,FALSE,FALSE,FALSE,
166,Vapid,Caracara 4x4,Off-Road,Ford,F-150,875000,,Southern,,1:09.570,TRUE,TRUE,FALSE,FALSE,FALSE,
167,Cargo,Plane,Planes,Antonov,"An-124 Ruslan, Boeing B-52 Stratofortress , Antonov An-225 Mriya",0,,Unknown,,1:02.023,TRUE,TRUE,FALSE,FALSE,FALSE,
168,Western Company,Company Cargobob Jetsam,Helicopters,Boeing,CH-46 Sea Knight,1995000,,Warstock,,1:14.640,TRUE,TRUE,FALSE,FALSE,FALSE,
169,Canis,Castigator,SUVs,Jeep,Avenger,1650000,,Southern,,1:03.864,TRUE,TRUE,FALSE,FALSE,FALSE,
170,Albany,Cavalcade XL,SUVs,2023,Cadillac Escalade-V,1665000,,Southern,,1:09.470,TRUE,TRUE,FALSE,FALSE,FALSE,
171,MTL,Cerberus (Arena),Commercial,Peterbilt,"281, War Rig from Mad Max: Fury Road",3870300,,Arena,,1:25.602,TRUE,TRUE,FALSE,FALSE,TRUE,
172,Dewbauchee,Champion,Super,Aston,Martin Victor,3750000,,Legendary,,1:04.532,TRUE,TRUE,TRUE,FALSE,FALSE,
173,Chariot,Romero Hearse,Sedans,Lincoln,Town Car Hearse,45000,,Unknown,,1:24.318,TRUE,TRUE,FALSE,FALSE,FALSE,
174,HVY,Chernobog,Military,"MAZ-543M,",BM-30 Smerch,1500000,,Warstock,,1:48.491,TRUE,TRUE,FALSE,FALSE,FALSE,
